name,street,houseNumber,postalCode,city,country,coordinats/0,coordinats/1
Parafia Rzymskokatolicka Najświętszego Serca Pana Jezusa,Strażacka 2,2,42-233,Lubojna,Poland,50.8934114,19.1209864
Parafia Rzymskokatolicka Świętego Leonarda Opata,Cicha 91,91,42-233,Mykanów,Poland,50.921671599999996,19.19758681041223
Parafia Rzymskokatolicka Miłosierdzia Bożego,Częstochowska 7,7,42-240,Rudniki,Poland,50.8756,19.24336
Parafia Rzymskokatolicka Świętych Apostołów Piotra i Pawła,Szkolna 6,6,42-231,Rybna,Poland,50.9319165,19.121522
Parafia Rzymskokatolicka Jezusa Chrystusa Dobrego Pasterza,Długa 90,90,42-233,Wierzchowisko,Poland,50.8725232,19.1282332
Parafia Rzymskokatolicka Męczeństwa Świętego Jana Chrzciciela,Piękna 12,12,42-300,Myszków,Poland,50.5609572,19.3326081
Parafia Rzymskokatolicka Świętego Jakuba Apostoła,Plac Kościuszki 2,2,42-265,Dąbrowa Zielona,Poland,50.843,19.55564
Parafia Rzymskokatolicka Świętego Maksymiliana Marii Kolbego,Kościelna 17,17,42-244,Mokrzesz,Poland,50.8104,19.38687
Parafia Rzymskokatolicka Świętego Jana Chrzciciela,Olsztyn 6,6,42-256,Olsztyn,Poland,50.7500256,19.2692586
Parafia Rzymskokatolicka Świętej Doroty,Częstochowska 1,1,42-248,Przyrów,Poland,50.8026762,19.5261037
Parafia Rzymskokatolicka Świętych Apostołów Piotra i Pawła,Kościelna 7,7,42-250,Sygontka,Poland,50.7588435,19.485261
Parafia Rzymskokatolicka Świętego Idziego Opata,Żarecka 4,4,42-256,Olsztyn,Poland,50.72149,19.32916
Parafia Rzymskokatolicka Świętego Bartłomieja Apostoła,Kościelna 9,9,42-253,Żuraw,Poland,50.7847173,19.40041690446415
Parafia Rzymskokatolicka Świętego Jana Chrzciciela,Częstochowska 3,3,42-360,Choroń,Poland,50.692,19.25196
Parafia Rzymskokatolicka Najświętszej Maryi Panny Matki Miłosierdzia,19 Stycznia 89,89,42-360,Jastrząb,Poland,50.66940305,19.182174797316627
Parafia Rzymskokatolicka Świętego Michała Archanioła,Marii Konopnickiej 288,288,42-260,Kamienica Polska,Poland,50.6839837,19.1535988
Parafia Rzymskokatolicka Świętych Apostołów Piotra i Pawła,Jana Pawła II 1,1,42-262,Nierada,Poland,50.7065336,19.0806672
Parafia Rzymskokatolicka Świętego Tomasza Apostoła,Częstochowska 172,172,42-260,Osiny,Poland,50.6905672,19.1892847
Parafia Rzymskokatolicka Świętego Jana Chrzciciela,Strażacka 30,30,42-262,Poczesna,Poland,50.7177853,19.1610556
Parafia Rzymskokatolicka Najświętszego Serca Pana Jezusa,Kościelna 7,7,42-360,Poraj,Poland,50.67505,19.21125
Parafia Rzymskokatolicka Najświętszej Maryi Panny Częstochowskiej,Szkolna 4,4,42-261,Starcza,Poland,50.66491,19.06974
Parafia Rzymskokatolicka Błogosławionej Karoliny Kózkówny,Warszawska 29,29,42-260,Wanaty,Poland,50.6884838,19.131049682759215
Parafia Rzymskokatolicka Najświętszego Ciała i Krwi Chrystusa,Szkolna 1,1,42-263,Wrzosowa,Poland,50.7446981,19.1526634
Parafia Rzymskokatolicka Najświętszej Maryi Panny Królowej Anielskiej,Cmentarna 1,1,42-130,Kalej,Poland,50.8415385,19.0042572
Parafia Rzymskokatolicka Świętego Maksymiliana Marii Kolbego,Kościelna 1a,1a,42-134,Kuleje,Poland,50.8355327,18.790187910948198
Parafia Rzymskokatolicka Najświętszego Serca Pana Jezusa,Kościelna 14,14,42-142,Ługi-Radły,Poland,50.835471549999994,18.6760857
Parafia Rzymskokatolicka Świętej Rodziny,1 Maja 1,1,42-140,Panki,Poland,50.8809325,18.7472904
Parafia Rzymskokatolicka Świętego Antoniego z Padwy,Podłęże Królewskie 19,19,42-160,Podłęże Królewskie,Poland,50.9376676,18.6318673
Parafia Rzymskokatolicka Przenajświętszej Trójcy,Rynek 21,21,42-141,Przystajń,Poland,50.88528495,18.692780734148005
Parafia Rzymskokatolicka Świętego Mikołaja Biskupa i Wyznawcy,Częstochowska 40,40,42-134,Truskolasy,Poland,50.866532750000005,18.829452283545482
Parafia Rzymskokatolicka Świętego Józefa Oblubieńca Najświętszej Maryi Panny,3 Maja 4,4,42-130,Wręczyca Wielka,Poland,50.8466594,18.9187799
Parafia Rzymskokatolicka Świętego Michała Archanioła,Dobrowolskiego 18,18,98-331,Dworszowice Kościelne,Poland,51.0798847,19.12361
Parafia Rzymskokatolicka Świętego Jana Chrzciciela,Zamkowa 1,1,98-331,Nowa Brzeźnica,Poland,51.081919049999996,19.18181886282391
Parafia Rzymskokatolicka Świętej Barbary,Moczydła 2,2,98-331,Nowa Brzeźnica,Poland,51.03214665,19.186555902153025
Parafia Rzymskokatolicka Opatrzności Bożej,Częstochowska 1,1,98-337,Strzelce Wielkie,Poland,51.140159999999995,19.14461712682268
Parafia Rzymskokatolicka Świętego Marcina Biskupa i Wyznawcy,Wiewiec 12,12,98-337,Wiewiec,Poland,51.1292382,19.2283167
Parafia Rzymskokatolicka Świętej Urszuli Dziewicy i Męczennicy,Długa 45,45,42-265,Soborzyce,Poland,50.85851,19.6149
Parafia Rzymskokatolicka Niepokalanego Poczęcia Najświętszej Maryi Panny,Konopnickiej 90,90,97-532,Żytno,Poland,50.92828015,19.62472064714947
Parafia Rzymskokatolicka Zesłania Ducha Świętego,Bęczkowice 41a,41a,97-352,Bęczkowice,Poland,51.1903737,19.7255087
Parafia Rzymskokatolicka Świętych Apostołów Piotra i Pawła,Plac 1000 lecia 1,1,97-532,Borzykowa,Poland,50.8772058,19.6911703
Parafia Rzymskokatolicka Przemienienia Pańskiego,Kościuszki 8,8,42-265,Cielętniki,Poland,50.88991,19.57712
Parafia Rzymskokatolicka Najświętszej Maryi Panny Królowej Wszechświata,Ciężkowice 35,35,97-540,Ciężkowice,Poland,50.2174022,19.3541884
Parafia Rzymskokatolicka Najświętszej Maryi Panny Bolesnej,Kartuzka 97,97,97-540,Gidle,Poland,50.9539411,19.46980020769728
Parafia Rzymskokatolicka Najświętszego Serca Pana Jezusa,Parafialna 4,4,42-230,Łysiny,Poland,50.822060750000006,19.66358915
Parafia Rzymskokatolicka Świętego Mikołaja Biskupa i Wyznawcy,Kościelna 2,2,97-532,Maluszyn,Poland,50.9109708,19.7995247
Parafia Rzymskokatolicka Świętego Stanisława Biskupa i Męczennika,Radomszczańska 14,14,97-540,Pławno,Poland,50.9787847,19.4561758
Parafia Rzymskokatolicka Najświętszej Maryi Panny Nieustającej Pomocy,Włodzimierza Łuckiego 22,22,97-545,Chrzanowice,Poland,51.18316645,19.549679893993492
Parafia Rzymskokatolicka Świętego Józefa Oblubieńca Najświętszej Maryi Panny,gen. Władysława Sikorskiego 62,62,97-360,Gorzędów,Poland,51.2107139,19.5477687
Parafia Rzymskokatolicka Najświętszego Serca Pana Jezusa,rynek Rynek 2A,2A,97-350,Gorzkowice,Poland,51.21553935,19.59746145
Parafia Rzymskokatolicka Świętych Apostołów Piotra i Pawła,Wolności 10,10,97-360,Kamieńsk,Poland,51.1690336,19.4920764
Parafia Rzymskokatolicka Świętego Brata Alberta Chmielowskiego,Łęki Szlacheckie 24a,24a,97-352,Łęki Szlacheckie,Poland,51.18566575,19.80459127998519
Parafia Rzymskokatolicka Świętego Stanisława Biskupa i Męczennika,Główna 19,19,97-510,Ręczno,Poland,51.1904003,19.856495984220622
Parafia Rzymskokatolicka Niepokalanego Poczęcia Najświętszej Maryi Panny,Główna 2,2,42-270,Garnek,Poland,50.8866321,19.449541197105006
Parafia Rzymskokatolicka Świętego Marcina Biskupa i Wyznawcy,Częstochowska 106,106,42-270,Kłomnice,Poland,50.922001800000004,19.3586105488345
Parafia Rzymskokatolicka Świętego Macieja Apostoła,Kaspra Denhoffa 2,2,42-282,Kruszyna,Poland,50.965982999999994,19.278173995248597
Parafia Rzymskokatolicka Świętego Floriana,Skrzydlowska 43a,43a,42-270,Rzerzęczyce,Poland,50.89472525,19.333360383934824
Parafia Rzymskokatolicka Nawiedzenia Najświętszej Maryi Panny,Kościelna 1,1,42-282,Widzów,Poland,50.970517799999996,19.3848079
Parafia Rzymskokatolicka Świętego Stanisława Biskupa i Męczennika,Główna 2a,2a,42-270,Witkowice,Poland,50.91110475,19.308670799409967
Parafia Rzymskokatolicka Świętych Apostołów Piotra i Pawła,Częstochowska 4,4,42-270,Zawada,Poland,50.9385313,19.42439005
Parafia Rzymskokatolicka Trójcy Przenajświętszej,Ręczno 1,1,97-510,Ręczno,Poland,51.18423,19.88005
Parafia Rzymskokatolicka Świętej Anny,Reymonta 46,46,97-524,Kobiele Wielkie,Poland,51.03234,19.62432
Parafia Rzymskokatolicka Świętej Jadwigi Śląskiej,Reymonta 2,2,97-512,Kodrąb,Poland,51.0982039,19.630604998129037
Parafia Rzymskokatolicka Świętego Wojciecha Biskupa i Męczennika,Rolna 1a,1a,97-525,Krzętów,Poland,50.991757050000004,19.834949194183494
Parafia Rzymskokatolicka Wszystkich Świętych,Rzejowice 10,10,97-512,Rzejowice,Poland,51.0899225,19.695338626193546
Parafia Rzymskokatolicka Świętego Stanisława Biskupa i Męczennika,Rynek 8,8,97-525,Wielgomłyny,Poland,51.01281,19.76273
Parafia Rzymskokatolicka Świętego Antoniego z Padwy,ks. Józefa Jansona 14,14,98-358,Kiełczygłów,Poland,51.2380418,18.9833561
Parafia Rzymskokatolicka Świętego Józefa Oblubieńca Najświętszej Maryi Panny,Radomszczańska 56/62,56/62,98-330,Makowiska,Poland,51.112834,19.0263027
Parafia Rzymskokatolicka Narodzenia Pańskiego,Ogrodowa 91,91,98-330,Pajęczno,Poland,51.1446591,18.98450534540875
Parafia Rzymskokatolicka Wniebowzięcia Najświętszej Maryi Panny,Dworcowy 2,2,98-330,Pajęczno,Poland,51.14648215,18.998797726795118
Parafia Rzymskokatolicka Świętego Rocha,Kościuszki 18,18,98-332,Rząśnia,Poland,51.222433,19.041361514334056
Parafia Rzymskokatolicka Świętego Andrzeja Apostoła,Rynek 2,2,42-110,Wąsosz Górny,Poland,51.06634715,19.00260338677434
Parafia Rzymskokatolicka Świętych Apostołów Szymona i Judy Tadeusza,Dmenin 66,66,97-512,Dmenin,Poland,51.0477778,19.5747222
Parafia Rzymskokatolicka Miłosierdzia Bożego,Radomsko 107,107,97-500,Radomsko,Poland,51.07261535,19.443354343627508
Parafia Rzymskokatolicka Przenajświętszej Trójcy,Radomszczańska 75,75,97-500,Kietlin,Poland,51.0890188,19.5127462
Parafia Rzymskokatolicka Świętego Antoniego z Padwy,Radomszczańska 42,42,97-500,Płoszów,Poland,51.1056288,19.504151080309637
Parafia Rzymskokatolicka Najświętszego Ciała i Krwi Chrystusa,Przedborska 192,192,97-500,Radomsko,Poland,51.0860986,19.492596480735976
Parafia Rzymskokatolicka Najświętszej Maryi Panny Matki Kościoła,Narutowicza 155,155,97-500,Radomsko,Poland,51.0912088,19.4561686
Parafia Rzymskokatolicka Świętego Jana Chrzciciela,Przemysłowa 34,34,97-500,Radomsko,Poland,51.09474255,19.430285661231924
Parafia Rzymskokatolicka Świętego Lamberta Biskupa i Męczennika,Narutowicza 2,2,97-500,Radomsko,Poland,51.06872305,19.445201677171518
Parafia Rzymskokatolicka Świętego Brata Alberta Chmielowskiego,Stobiecko Szlacheckie 179,179,97-561,Stobiecko Szlacheckie,Poland,51.1011111,19.3786111
Parafia Rzymskokatolicka Nawiedzenia Najświętszej Maryi Panny,Reymonta 31,31,97-500,Strzałków,Poland,51.0504462,19.4885331
Parafia Rzymskokatolicka Błogosławionego Michała Kozala,Stara Droga 244,244,97-500,Radomsko,Poland,51.04407325,19.436561022986233
Parafia Rzymskokatolicka Miłosierdzia Bożego,Piłsudskiego 144,144,97-500,Radomsko,Poland,51.0573966,19.4173445
Parafia Rzymskokatolicka Najświętszego Serca Pana Jezusa,Księdza Karola Kościowa 2,2,97-500,Radomsko,Poland,51.0732601,19.41821858592484
Parafia Rzymskokatolicka Najświętszej Maryi Panny Królowej Polski,Piastowska 45,45,97-500,Radomsko,Poland,51.05976105,19.45696569582816
Parafia Rzymskokatolicka Świętej Jadwigi Królowej,Świętej Jadwigi Królowej 93,93,97-500,Radomsko,Poland,51.0518573,19.452541662199522
Parafia Rzymskokatolicka Świętego Maksymiliana Marii Kolbego,Ks. Antoniego Turleja 44452,44452,97-500,Radomsko,Poland,51.0648308,19.4255256
Parafia Rzymskokatolicka Świętej Marii Magdaleny,Konopnickiej 6,6,97-500,Radomsko,Poland,51.0626104,19.443375296040898
Parafia Rzymskokatolicka Świętego Rocha,Świętego Rocha 234,234,97-500,Radomsko,Poland,51.07871845,19.390506333531736
Parafia Rzymskokatolicka Świętej Rozalii z Palermo,Ładzice 157,157,97-561,Ładzice,Poland,51.0817396,19.3568614
Parafia Rzymskokatolicka Błogosławionej Karoliny Kózkówny,Radomsko 71a,71a,97-500,Radomsko,Poland,51.07261535,19.443354343627508
Parafia Rzymskokatolicka Trójcy Przenajświętszej,ks. Kanonika Mieczysława Kozakowskiego 4a,4a,97-371,Bogdanów,Poland,51.34875,19.50973
Parafia Rzymskokatolicka Najświętszej Maryi Panny Królowej Polski,Lubień 74,74,97-340,Lubień,Poland,52.0289884,19.2080556
Parafia Rzymskokatolicka Świętego Mikołaja Biskupa i Wyznawcy,Mierzyn 13,13,97-340,Mierzyn,Poland,53.4294444,14.4491666
Parafia Rzymskokatolicka Świętej Teresy od Dzieciątka Jezus,Częstochowska 23,23,97-340,Niechcice,Poland,51.2666704,19.5805946
Parafia Rzymskokatolicka Najświętszej Maryi Panny Królowej Polski,Wola Krzysztoporska 14,14,97-371,Wola Krzysztoporska,Poland,51.3434223,19.5836999
Parafia Rzymskokatolicka Nawiedzenia Najświętszej Maryi Panny,Rynek Piastowski 23,23,97-340,Rozprza,Poland,51.30266225,19.643969844901633
Parafia Rzymskokatolicka Najświętszego Serca Pana Jezusa,Wesoła 46,46,97-371,Wola Krzysztoporska,Poland,51.34375205,19.578776099418707
Parafia Rzymskokatolicka Świętego Brata Alberta Chmielowskiego,Dobryszycka 15,15,97-505,Blok Dobryszyce,Poland,51.11917335,19.450070149063272
Parafia Rzymskokatolicka Świętego Maksymiliana Marii Kolbego,Wieluńska 15,15,97-565,Brudzice,Poland,51.1728093,19.333529216202344
Parafia Rzymskokatolicka Świętego Bartłomieja Apostoła,Wolności 1,1,97-505,Dobryszyce,Poland,51.14549065,19.406639669558814
Parafia Rzymskokatolicka Najświętszej Maryi Panny Anielskiej,Ogrodowa 2,2,97-410,Kleszczów,Poland,51.2227071,19.3039638
Parafia Rzymskokatolicka Świętej Urszuli,Krępa 2,2,97-565,Krępa,Poland,51.8828036,18.8307401
Parafia Rzymskokatolicka Świętego Klemensa,Radomszczańska 70,70,97-565,Lgota Wielka,Poland,51.1490528,19.3274825
Parafia Rzymskokatolicka Świętego Jana Chrzciciela,Szkolna 11,11,97-410,Łękińsko,Poland,51.21692445,19.351170987777778
Parafia Rzymskokatolicka Świętego Erazma,Ogrodowa 32,32,98-338,Sulmierzyce,Poland,51.18678235,19.20252344534286
Parafia Rzymskokatolicka Milosierdzia Bożego,Chorzew 34,34,98-358,Chorzew,Poland,51.2102956,18.9427173
Parafia Rzymskokatolicka Świętej Marii Magdaleny,Wieluńska 2,2,98-355,Działoszyn,Poland,51.11767915,18.860219653779073
Parafia Rzymskokatolicka Świętej Zofii,Słoneczna 10,10,98-324,Krzeczów,Poland,51.182546450000004,18.76337505
Parafia Rzymskokatolicka Świętego Andrzeja Boboli,Lipnik 16,16,98-354,Lipnik,Poland,50.7678664,19.4415057
Parafia Rzymskokatolicka Świętego Jana Apostoła i Ewangelisty,Ogrodowa 2a,2a,98-355,Działoszyn,Poland,51.1191434,18.8697921
Parafia Rzymskokatolicka Świętego Marcina Biskupa i Wyznawcy,Kościelna 19,19,98-354,Siemkowice,Poland,51.2044276,18.89852723525941
Parafia Rzymskokatolicka Wszystkich Świętych,Wieluńska 80,80,98-355,Szczyty,Poland,51.1463086,18.842465699999998
Parafia Rzymskokatolicka Nawiedzenia Najświętszej Maryi Panny,Wyzwolenia 124,124,98-355,Trębaczew,Poland,51.12909565,18.920709439424385
Parafia Rzymskokatolicka Świętego Stanisława Biskupa i Męczennika,Danków 30,30,42-165,Danków,Poland,52.3758333,18.1069444
Parafia Rzymskokatolicka Świętego Wojciecha Biskupa i Męczennika,Spokojna 1,1,42-152,Iwanowice Duże,Poland,50.97323,18.80424
Parafia Rzymskokatolicka Najświętszej Maryi Panny Królowej Polski,Janiki 31,31,42-140,Janiki,Poland,49.6678863,19.3372237
Parafia Rzymskokatolicka Trójcy Przenajświętszej,Jaworzno 110,110,46-325,Jaworzno,Poland,51.018488,18.651389
Parafia Rzymskokatolicka Świętego Jakuba Apostoła,Kazimierza Wielkiego 1,1,42-160,Krzepice,Poland,50.9709743,18.724018574730678
Parafia Rzymskokatolicka Niepokalanego Poczęcia Najświętszej Maryi Panny,Częstochowska 1,1,42-152,Opatów,Poland,50.95275,18.80198
Parafia Rzymskokatolicka Świętych Apostołów Piotra i Pawła,Krzepicka 2,2,42-164,Parzymiechy,Poland,51.0393016,18.7357846
Parafia Rzymskokatolicka Przemienienia Pańskiego,Oleska 222,222,42-161,Starokrzepice,Poland,50.948857700000005,18.65486682944045
Parafia Rzymskokatolicka Świętego Franciszka z Asyżu,Zajączki Pierwsze 46,46,42-160,Zajączki Pierwsze,Poland,51.0110179,18.7112979
Parafia Rzymskokatolicka Świętego Idziego Opata,Chotów 82,82,98-345,Chotów,Poland,51.6905556,18.0477778
Parafia Rzymskokatolicka Świętego Mikołaja,Komorniki 116,116,98-345,Komorniki,Poland,51.7228382,19.4893209
Parafia Rzymskokatolicka Miłosierdzia Bożego,ks. Stefana Farysia 21,21,98-300,Kurów,Poland,51.22011005,18.483446069817994
Parafia Rzymskokatolicka Świętego Stanisława Biskupa i Męczennika,Mokrsko 253,253,98-345,Mokrsko,Poland,51.173279550000004,18.45316299297632
Parafia Rzymskokatolicka Świętej Marii Magdaleny,Ożarów 25,25,98-345,Ożarów,Poland,51.1382728,18.4996626
Parafia Rzymskokatolicka Świętego Filipa i Jakuba Apostoła,Tysiąclecia 18,18,98-346,Skomlin,Poland,51.17102085,18.386561576785716
Parafia Rzymskokatolicka Świętego Leonarda Opata,Wierzbie 45,45,46-320,Wierzbie,Poland,52.37480065,18.5669228162867
Parafia Rzymskokatolicka Świętego Rocha,Rynek 6,6,98-313,Konopnica,Poland,51.35318175,18.82522615
Parafia Rzymskokatolicka Świętego Kazimierza Królewicza,rynek Rynek 10,10,98-320,Osjaków,Poland,51.289647,18.790297050816697
Parafia Rzymskokatolicka Przenajświętszej Trójcy,Ostrówek 76,76,98-311,Ostrówek,Poland,51.3362353,18.6245617
Parafia Rzymskokatolicka Niepokalanego Poczęcia Najświętszej Maryi Panny,Cmentarna 2,2,98-354,Radoszewice,Poland,51.25018395,18.834309557233063
Parafia Rzymskokatolicka Narodzenia Najświętszej Maryi Panny,Szynkielów 196,196,98-313,Szynkielów,Poland,51.3549243,18.7387285
Parafia Rzymskokatolicka Matki Bożej Nieustającej Pomocy,Dalachów 37,37,46-325,Dalachów,Poland,51.07540815,18.60192141133478
Parafia Rzymskokatolicka Świętego Wojciecha Biskupa i Męczennika,Jana Pawła II 7,7,46-320,Kowale,Poland,51.069815750000004,18.47143974482612
Parafia Rzymskokatolicka Wniebowzięcia Najświętszej Maryi Panny,Parafialna 1,1,46-320,Praszka,Poland,51.0574917,18.448964088998526
Parafia Rzymskokatolicka Świętej Jadwigi Śląskiej,Dojazdowa 5,5,46-320,Przedmość,Poland,51.0945881,18.4266275
Parafia Rzymskokatolicka Świętego Mikołaja,Wieluńska 2,2,46-325,Rudniki,Poland,51.0394836,18.5984067
Parafia Rzymskokatolicka Świętej Katarzyny Aleksandryjskiej,Długa 18,18,46-320,Strojec,Poland,51.03666665,18.49765572412366
Parafia Rzymskokatolicka Świętego Maksymiliana Marii Kolbego,Chojny 19,19,98-360,Chojny,Poland,51.7143328,19.4727292
Parafia Rzymskokatolicka Świętego Bartłomieja Apostoła,Czarnożyły 120,120,98-310,Czarnożyły,Poland,51.285137899999995,18.56125674622376
Parafia Rzymskokatolicka Świętego Wawrzyńca,św. Wawrzyńca 19,19,98-300,Dąbrowa,Poland,51.23342585,18.540289315672226
Parafia Rzymskokatolicka Najświętszego Imienia Maryi,Kościelna 10,10,98-300,Gaszyn,Poland,51.19700295,18.555736427474937
Parafia Rzymskokatolicka Świętego Andrzeja Apostoła,Kadłub 1,1,98-300,Kadłub,Poland,51.544749,20.9356449
Parafia Rzymskokatolicka Świętego Rocha,Naramice 50,50,98-350,Naramice,Poland,51.2916667,18.4127778
Parafia Rzymskokatolicka Świętej Tekli,Raczyn 21a,21a,98-310,Raczyn,Poland,51.2661111,18.5425
Parafia Rzymskokatolicka Nawiedzenia Najświętszej Maryi Panny,Augustiańska 8A,8A,98-300,Wieluń,Poland,51.221139550000004,18.56812318939007
Parafia Rzymskokatolicka Świętej Barbary,Joanny Żubr 41,41,98-300,Wieluń,Poland,51.21384085,18.558998922559937
Parafia Rzymskokatolicka Świętego Józefa,Henryka Sienkiewicza 1,1,98-300,Wieluń,Poland,51.21944215,18.570822391813653
Parafia Rzymskokatolicka Świętych Joachima i Anny,Sportowa 36,36,98-324,Kraszkowice,Poland,51.189071150000004,18.71116504548518
Parafia Rzymskokatolicka Świętego Jana Chrzciciela,Szkolna 5,5,98-324,Łaszew,Poland,51.1453069,18.65606903187464
Parafia Rzymskokatolicka Świętego Andrzeja Boboli,Masłowice 65a,65a,98-300,Masłowice,Poland,51.1056435,19.7895148
Parafia Rzymskokatolicka Świętego Jana Apostoła i Ewangelisty,Pątnów 86,86,98-335,Pątnów,Poland,51.140361,18.618257
Parafia Rzymskokatolicka Świętego Wojciecha Biskupa i Męczennika,Rudzka 1,1,98-300,Ruda,Poland,51.19994585,18.613452963654066
Parafia Rzymskokatolicka Świętych Apostołów Piotra i Pawła,Wieluń 88,88,98-300,Wieluń,Poland,51.2229921,18.567630188294974
